price_18tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
price_19tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
price_20tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
price_21tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
price_22tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
price_23tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
primary_bun,indb.tmap_poimeta_monthly,
priority,indb.tmap_poimeta_monthly,
proc_clss,mbp.quarter_xxx_biz_std_land_price,
processid,indb.tmap_rprsd,
productcode,indb.tmap_rprsd,
protocol,indb.app_code,
protocolversion,indb.tmap_rprsd,
ps_c_uid,indb.cms_bts,
psc,indb.pcell_wcdma,
psninf_pagr_chnl_cd,indb.td_zord_psninf_itm_pra_hst,
psninf_pagr_cl_cd,indb.td_zord_psninf_itm_pra_hst,
psninf_pagr_frmt_typ_cd,indb.td_zord_psninf_itm_pra_hst,
psninf_pagr_frmt_ver_num,indb.td_zord_psninf_itm_pra_hst,
psninf_pagr_itm_cd,indb.td_zord_psninf_itm_pra_hst,
psninf_pagr_itm_ver_num,indb.td_zord_psninf_itm_pra_hst,
pstl,indb.life_style_biz_income_so_area_avg,
pub_type,indb.tmap_poimeta_monthly,
pye_admn_not,mbp.r114_shop_rent_so_area,
pye_sale_lwprc,mbp.r114_dmr_shop_owner_detl,
pye_sale_uplv,mbp.r114_dmr_shop_owner_detl,
pyt_cd,mbp.r114_shop_rent_so_area,
pyt_sctn_cd,mbp.r114_dmr_offc_size,
r_apt_cd,mbp.r114_apt_bas_value_hsmp_info,
r_apt_nm,mbp.r114_apt_bas_value_hsmp_info,
r_bsel_lwprc,mbp.r114_apt_bas_value_hsmp_info,
r_bsel_uplv,mbp.r114_apt_bas_value_hsmp_info,
r_dt,mbp.test,
r_hhld_cnt,mbp.r114_apt_bas_value_hsmp_info,
r_hhld_xcus_sqmr,mbp.r114_apt_bas_value_hsmp_info,
r_hsland_seq,mbp.r114_apt_bas_value_hsmp_info,
r_invt_ymd,mbp.r114_apt_bas_value_hsmp_info,
r_lat,mbp.test,
r_lh_lwprc,mbp.r114_apt_bas_value_hsmp_info,
r_lh_uplv,mbp.r114_apt_bas_value_hsmp_info,
r_long,mbp.test,
r_mvgn_yyyy,mbp.r114_apt_bas_value_hsmp_info,
r_new_city_sctn_cd,mbp.r114_apt_bas_value_hsmp_info,
r_pyt_cd,mbp.r114_apt_bas_value_hsmp_info,
r_pyt_sctn_cd,mbp.r114_apt_bas_value_hsmp_info,
r_sale_ymd,mbp.r114_apt_bas_value_hsmp_info,
r_totl_hhld_cnt,mbp.r114_apt_bas_value_hsmp_info,
r114_thing_type_nm,mbp.r114_dmr_shop_sale,
rail,mbp.bloc_move_method,
rank_list,indb.life_style_tms_mon_scls_sales_est_wkdy_so_area_scls_list,
rate,mbp.bloc_work_tmp_adm,
rate_sum,mbp.bloc_05_exist_pop_cnt_roaming,
rcmt_lobz_nm,mbp.r114_dmr_shop_sale,
rcmt_usge_ctt,mbp.r114_dmr_shop_sale,
rdnm,mbp.hd_card_bizmstr_close_building,
rdnm_adr,mbp.hd_card_bizmstr_close_building,
rdnm_cd,mbp.hd_card_bizmstr_close_building,
real_estimation_time,indb.tmap_routehistory1,
recommend1_nowflag,indb.tmap_rprsd,
recommend1_totallength,indb.tmap_rprsd,
recommend1_totalpattertime,indb.tmap_rprsd,
recommend1_totalrealtimerctraveltime,indb.tmap_rprsd,
recommend1_totaltollfee,indb.tmap_rprsd,
recommend1_totaltrafficrctime,indb.tmap_rprsd,
recommend1_totalvctime,indb.tmap_rprsd,
recommend2_nowflag,indb.tmap_rprsd,
recommend2_totallength,indb.tmap_rprsd,
recommend2_totalpattertime,indb.tmap_rprsd,
recommend2_totalrealtimerctraveltime,indb.tmap_rprsd,
recommend2_totaltollfee,indb.tmap_rprsd,
recommend2_totaltrafficrctime,indb.tmap_rprsd,
recommend2_totalvctime,indb.tmap_rprsd,
record_id,indb.index50,
recordid,mbp.rto_index50_xy_utmk,
ref_pn1,indb.pcell_cdma,
reg_cd,mbp.rto_final_before,
reg_code,mbp.bloc_exist_month,
region_id,indb.cms_enb,
rel_cd,indb.base_fmly_rel_pred_monthly,
rel_prob,indb.base_fmly_rel_pred_monthly,
relv_floor_cnt,mbp.r114_dmr_shop_sale,
rep_size,indb.loc_input_cnt,
req_date,indb.tmap_rprsd,
req_size,indb.tmap_rprsd,
req_time,indb.tmap_rprsd,
reqoption1,indb.tmap_rprsd,
reqoption2,indb.tmap_rprsd,
reqoption3,indb.tmap_rprsd,
reqoption4,indb.tmap_rprsd,
reqoption5,indb.tmap_rprsd,
rerpflag,indb.tmap_rprsd,
research_cnt,indb.tmap_routehistory1,
resolution,indb.tmap_routehistory1,
resp_size,indb.tmap_rprsd,
resp_time,indb.tmap_rprsd,
rgn_cmrng_cd,indb.loc_roaming,
rgst_sale_org_id,indb.td_zord_wlf_dc_cust_hst,
rgst_ymd,mbp.r114_dmr_shop_sale,
rlse_sale_org_id,indb.td_zord_wlf_dc_cust_hst,
rmod_id,indb.cms_ru,
rnc_id,indb.pcell_wcdma,
rnm_auth_mthd_cd,indb.td_zord_cust,
rnm_check_yn,indb.td_zord_cust,
road,indb.tmap_poimeta_monthly,
road_dong,indb.cms_ru,
road_floor,indb.cms_ru,
road_ho,indb.cms_ru,
road_id,indb.tmap_poimeta_monthly,
road_law_dong,indb.cms_ru,
road_law_ri,indb.cms_ru,
road_main_no,mbp.cust_info,
road_name,mbp.cust_info,
road_pstn_sctn_cd,mbp.r114_dmr_bz_area_price,
road_sub_no,mbp.cust_info,
roadtype,indb.tmap_rprsd,
route_revisiting_count,indb.tmap_routehistory1,
route_sessionid,indb.tmap_routehistory1,
routeenddivision,indb.tmap_routehistory1,
rp_flag,indb.tmap_poimeta_monthly,
rpcontrolflag,indb.tmap_rprsd,
rpflag,indb.tmap_rprsd,
rsdlogfilename,indb.tmap_rprsd,
ru_name,mbp.cms_ru_juso,
s_c_uid,mbp.rto_final_before,
s_sector,mbp.rto_final_before,
sale_00_amt,mbp.hd_card_dms_mon_sales_est_time,
sale_01_amt,mbp.hd_card_dms_mon_sales_est_time,
sale_02_amt,mbp.hd_card_dms_mon_sales_est_time,
sale_03_amt,mbp.hd_card_dms_mon_sales_est_time,
sale_04_amt,mbp.hd_card_dms_mon_sales_est_time,
sale_05_amt,mbp.hd_card_dms_mon_sales_est_time,
sale_06_amt,mbp.hd_card_dms_mon_sales_est_time,
sale_07_amt,mbp.hd_card_dms_mon_sales_est_time,
sale_08_amt,mbp.hd_card_dms_mon_sales_est_time,
sale_09_amt,mbp.hd_card_dms_mon_sales_est_time,
sale_10_amt,mbp.hd_card_dms_mon_sales_est_time,
sale_11_amt,mbp.hd_card_dms_mon_sales_est_time,
sale_12_amt,mbp.hd_card_dms_mon_sales_est_time,
sale_13_amt,mbp.hd_card_dms_mon_sales_est_time,
sale_14_amt,mbp.hd_card_dms_mon_sales_est_time,
sale_15_amt,mbp.hd_card_dms_mon_sales_est_time,
sale_16_amt,mbp.hd_card_dms_mon_sales_est_time,
sale_17_amt,mbp.hd_card_dms_mon_sales_est_time,
sale_18_amt,mbp.hd_card_dms_mon_sales_est_time,
sale_19_amt,mbp.hd_card_dms_mon_sales_est_time,
sale_20_amt,mbp.hd_card_dms_mon_sales_est_time,
sale_21_amt,mbp.hd_card_dms_mon_sales_est_time,
sale_22_amt,mbp.hd_card_dms_mon_sales_est_time,
sale_23_amt,mbp.hd_card_dms_mon_sales_est_time,
sale_ag_nm,mbp.r114_dmr_shop_owner,
sale_ag_rps_tlno,mbp.r114_dmr_shop_owner,
sale_amt,mbp.r114_dmr_shop_sale,
sale_amt_00tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
sale_amt_01tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
sale_amt_02tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
sale_amt_03tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
sale_amt_04tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
sale_amt_05tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
sale_amt_06tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
sale_amt_07tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
sale_amt_08tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
sale_amt_09tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
sale_amt_10tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
sale_amt_11tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
sale_amt_12tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
sale_amt_13tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
sale_amt_14tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
sale_amt_15tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
sale_amt_16tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
sale_amt_17tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
sale_amt_18tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
sale_amt_19tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
sale_amt_20tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
sale_amt_21tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
sale_amt_22tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
sale_amt_23tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
sale_amt_avg,mbp.hd_card_dms_mon_sales_est_sum_gb,
sale_card_amt,mbp.hd_card_dms_mon_sales_est,
sale_cash_amt,mbp.hd_card_dms_mon_sales_est,
sale_per,indb.life_style_tms_mon_scls_sales_est_wkdy_so_area_scls_list,
sale_state_ctt,mbp.r114_dmr_offc_base,
sale_ymd,mbp.r114_dmr_shop_owner,
san_flag,indb.tmap_poimeta_monthly,
sat_apv_cnt,mbp.hd_card_tms_mon_scls_sales_est_wkdy,
sat_cduse_amt,mbp.query_hive_16500,
sat_price,mbp.hd_card_tms_mon_scls_sales_est_wkdy,
sat_sale_amt,mbp.query_hive_16500,
scls_cd,mbp.quarter_dmm_flspnr,
scls_nm,mbp.quarter_dmm_flspnr,
score,mbp.parking_index_wk_plc_pop_index,
sea,mbp.bloc_move_method,
searchposcount,indb.tmap_rprsd,
secondary_bun,indb.tmap_poimeta_monthly,
section_city,indb.cms_subway_section_info,
section_dong,indb.cms_subway_section_info,
section_gu,indb.cms_subway_section_info,
section_latitude,indb.cms_subway_section_info,
section_longitude,indb.cms_subway_section_info,
section_seq,indb.cms_subway_section_info,
sector,mbp.rto_remake_tmp_before1,
sector_num,indb.cms_bts,
sequence_id,indb.cms_subway_ru,
serialnumber,indb.cms_ru,
server,indb.tmap_routehistory1,
servertype,indb.tmap_routehistory1,
service_floor,indb.cms_enb,
service_type,indb.cms_enb,
sessionid,indb.tmap_rprsd,
sessionid2,indb.tmap_rprsd,
sex,mbp.bloc_svc_adm_rate_monthly,
sex_cd,indb.td_zord_cust,
sex_cd_pred,indb.base_demo_pred_monthly,
sex_cd_prob,indb.base_demo_pred_monthly,
sgng_cd,mbp.rto_so_area,
sgng_nm,mbp.rto_so_area,
sgrp,indb.cms_enb,
sgsn_id,indb.cms_bts,
sh_scls_cd,mbp.hd_card_dms_mon_sales_est_det,
shape_area,mbp.rto_reg_area,
shape_leng,mbp.rto_reg_area,
sid,indb.tmap_poimeta_monthly,
sido_cd,mbp.rto_so_area,
sido_name,mbp.parking_index_vehicle_per,
sido_nm,mbp.rto_so_area,
sidogu_name,mbp.parking_index_vehicle_per,
signgu_cd,mbp.hd_card_bizmstr_close_building,
signgu_nm,mbp.hd_card_bizmstr_close_building,
sigun_cd,mbp.parking_index_wk_plc_pop_index,
sigun_code,mbp.parking_index_gu_sigun_match,
sigun_nm,indb.censors_emd_ingu,
sigungu,mbp.bloc_od_sigungu_tmp3,
sigungu_time,mbp.bloc_od_sigungu_tmp3,
sisul_code,mbp.cms_ru_juso,
site_cd,indb.app_code,
site_name,mbp.twifi_ap,
skt_active_ingu,mbp.bloc_statistic_hour,
skt_cnt,mbp.tmp_ingu_0128,
skt_exist_ingu,mbp.bloc_statistic_hour,
skt_home_ingu,mbp.bloc_statistic_hour,
skt_ingu_avg,mbp.bloc_exist_inflow_time_list,
skt_ingu_sum,mbp.bloc_exist_inflow_gender_age_list,
skt_rate,mbp.bloc_05_inflow_pop_list,
skt_work_ingu,mbp.bloc_statistic_hour,
source,indb.tmap_rprsd,
spdmr_ctz_ser_num,indb.td_zord_wlf_dc_cust_hst,
spdmr_cust_nm,indb.td_zord_wlf_dc_cust_hst,
sps_cd,mbp.r114_dmr_shop_owner_detl,
sps_nm,mbp.r114_dmr_shop_sale,
sps_type_nm,mbp.r114_dmr_shop_sale,
sqmr,mbp.r114_shop_rent_so_area,
sqmrpw_meter,mbp.quarter_dmm_aphus_ho,
square_id,indb.pcell_wcdma,
src_adm_code,mbp.query_hive_20730,
src_c_uid,mbp.query_hive_20730,
src_cell_id,mbp.query_hive_20730,
src_sigungu,mbp.bloc_od_sigungu_tmp,
srfc_totl_floor_cnt,mbp.r114_dmr_shop_owner,
ssum_dsrct_cd,indb.loc_roaming,
station,indb.cms_subway_info,
station_flag,indb.cms_subway_info,
status,mbp.twifi_ap,
stay_expir_dt,indb.td_zord_cust,
stay_qualf_cd,indb.td_zord_cust,
std_ym,mbp.rto_bin_so_weight,
std_ymd,mbp.hd_card_tms_dai_scls_sales_est_time,
std_yyyy,mbp.rto_so_area,
sub_hs_num,mbp.quarter_dmm_aphus_hsmp,
subway,mbp.bloc_move_method,
subway_city,indb.cms_subway_info,
subway_code,indb.cms_subway_ru,
subway_code1,indb.cms_subway_section_info,
subway_code2,indb.cms_subway_section_info,
subway_kind,indb.tmap_poimeta_monthly,
subway_line,indb.cms_subway_info,
subway_seq,indb.cms_subway_info,
sum,mbp.parking_index_car_weekend_score_sum,
sum_pop,mbp.rto_final_before,
sun_apv_cnt,mbp.hd_card_tms_mon_scls_sales_est_wkdy,
sun_cduse_amt,mbp.query_hive_16500,
sun_price,mbp.hd_card_tms_mon_scls_sales_est_wkdy,
sun_sale_amt,mbp.query_hive_16500,
svc_adm_rate,mbp.query_hive_20730,
svc_cd,mbp.query_hive_20730,
svc_mgmt_num,indb.td_zord_wlf_dc_cust_hst,
svc_num,indb.td_zord_svc_addr_ref,
svctype,indb.tmap_routehistory1,
switch_info,indb.cms_enb,
switch_info2,indb.cms_enb,
switch_info3,indb.cms_enb,
switch_info4,indb.cms_enb,
sym_desc,mbp.life_style_match_cell_day,
t00_car,mbp.parking_time_monthly_car,
t00_cnt,mbp.parking_time_monthly,
t00_rate,mbp.parking_time_monthly_rate,
t00_total_cnt,mbp.parking_time_xy_monthly_t2,
t01_car,mbp.parking_time_monthly_car,
t01_cnt,mbp.parking_time_monthly,
t01_rate,mbp.parking_time_monthly_rate,
t01_total_cnt,mbp.parking_time_xy_monthly_t2,
t02_car,mbp.parking_time_monthly_car,
t02_cnt,mbp.parking_time_monthly,
t02_rate,mbp.parking_time_monthly_rate,
t02_total_cnt,mbp.parking_time_xy_monthly_t2,
t03_car,mbp.parking_time_monthly_car,
t03_cnt,mbp.parking_time_monthly,
t03_rate,mbp.parking_time_monthly_rate,
t03_total_cnt,mbp.parking_time_xy_monthly_t2,
t04_car,mbp.parking_time_monthly_car,
t04_cnt,mbp.parking_time_monthly,
t04_rate,mbp.parking_time_monthly_rate,
t04_total_cnt,mbp.parking_time_xy_monthly_t2,
t05_car,mbp.parking_time_monthly_car,
t05_cnt,mbp.parking_time_monthly,
t05_rate,mbp.parking_time_monthly_rate,
t05_total_cnt,mbp.parking_time_xy_monthly_t2,
t06_car,mbp.parking_time_monthly_car,
t06_cnt,mbp.parking_time_monthly,
t06_rate,mbp.parking_time_monthly_rate,
t06_total_cnt,mbp.parking_time_xy_monthly_t2,
t07_car,mbp.parking_time_monthly_car,
t07_cnt,mbp.parking_time_monthly,
t07_rate,mbp.parking_time_monthly_rate,
t07_total_cnt,mbp.parking_time_xy_monthly_t2,
t08_car,mbp.parking_time_monthly_car,
t08_cnt,mbp.parking_time_monthly,
t08_rate,mbp.parking_time_monthly_rate,
t08_total_cnt,mbp.parking_time_xy_monthly_t2,
t09_car,mbp.parking_time_monthly_car,
t09_cnt,mbp.parking_time_monthly,
t09_rate,mbp.parking_time_monthly_rate,
t09_total_cnt,mbp.parking_time_xy_monthly_t2,
t10_car,mbp.parking_time_monthly_car,
t10_cnt,mbp.parking_time_monthly,
t10_rate,mbp.parking_time_monthly_rate,
t10_total_cnt,mbp.parking_time_xy_monthly_t2,
t11_car,mbp.parking_time_monthly_car,
t11_cnt,mbp.parking_time_monthly,
t11_rate,mbp.parking_time_monthly_rate,
t11_total_cnt,mbp.parking_time_xy_monthly_t2,
t12_car,mbp.parking_time_monthly_car,
t12_cnt,mbp.parking_time_monthly,
t12_rate,mbp.parking_time_monthly_rate,
t12_total_cnt,mbp.parking_time_xy_monthly_t2,
t13_car,mbp.parking_time_monthly_car,
t13_cnt,mbp.parking_time_monthly,
t13_rate,mbp.parking_time_monthly_rate,
t13_total_cnt,mbp.parking_time_xy_monthly_t2,
t14_car,mbp.parking_time_monthly_car,
t14_cnt,mbp.parking_time_monthly,
t14_rate,mbp.parking_time_monthly_rate,
t14_total_cnt,mbp.parking_time_xy_monthly_t2,
t15_car,mbp.parking_time_monthly_car,
t15_cnt,mbp.parking_time_monthly,
t15_rate,mbp.parking_time_monthly_rate,
t15_total_cnt,mbp.parking_time_xy_monthly_t2,
t16_car,mbp.parking_time_monthly_car,
t16_cnt,mbp.parking_time_monthly,
t16_rate,mbp.parking_time_monthly_rate,
t16_total_cnt,mbp.parking_time_xy_monthly_t2,
t17_car,mbp.parking_time_monthly_car,
t17_cnt,mbp.parking_time_monthly,
t17_rate,mbp.parking_time_monthly_rate,
t17_total_cnt,mbp.parking_time_xy_monthly_t2,
t18_car,mbp.parking_time_monthly_car,
t18_cnt,mbp.parking_time_monthly,
t18_rate,mbp.parking_time_monthly_rate,
t18_total_cnt,mbp.parking_time_xy_monthly_t2,
t19_car,mbp.parking_time_monthly_car,
t19_cnt,mbp.parking_time_monthly,
t19_rate,mbp.parking_time_monthly_rate,
t19_total_cnt,mbp.parking_time_xy_monthly_t2,
t20_car,mbp.parking_time_monthly_car,
t20_cnt,mbp.parking_time_monthly,
t20_rate,mbp.parking_time_monthly_rate,
t20_total_cnt,mbp.parking_time_xy_monthly_t2,
t21_car,mbp.parking_time_monthly_car,
t21_cnt,mbp.parking_time_monthly,
t21_rate,mbp.parking_time_monthly_rate,
t21_total_cnt,mbp.parking_time_xy_monthly_t2,
t22_car,mbp.parking_time_monthly_car,
t22_cnt,mbp.parking_time_monthly,
t22_rate,mbp.parking_time_monthly_rate,
t22_total_cnt,mbp.parking_time_xy_monthly_t2,
t23_car,mbp.parking_time_monthly_car,
t23_cnt,mbp.parking_time_monthly,
t23_rate,mbp.parking_time_monthly_rate,
t23_total_cnt,mbp.parking_time_xy_monthly_t2,
ta,indb.cms_enb,
tagvalue,indb.cms_ru,
tar_c_uid,mbp.rto_n3,
tar_sector,mbp.rto_n3,
tce_fa,indb.cms_bts,
tcnt,mbp.bloc_work_tmp_20190211,
tdate,indb.loc_input_cnt,
tel_num,indb.cms_enb,
telno,mbp.hd_card_bizmstr_close_building,
thing_cd,mbp.r114_dmr_shop_sale,
thing_cnt,mbp.r114_shop_rent_so_area,
thour,indb.loc_input_cnt,
thu_apv_cnt,mbp.hd_card_tms_mon_scls_sales_est_wkdy,
thu_cduse_amt,mbp.query_hive_16500,
thu_price,mbp.hd_card_tms_mon_scls_sales_est_wkdy,
thu_sale_amt,mbp.query_hive_16500,
ticketid,indb.tmap_rprsd,
time_advance,indb.pcell_lte_utmk,
tmap_cnt,mbp.parking_index_car_weekend_score_sum,
tmap_score,mbp.parking_index_car_weekend_score_sum,
tmap_sum,mbp.parking_index_tmap_weekend_cnt,
tmst,indb.life_style_tms_mon_scls_sales_est_time_so_area_scls_list,
tmst_cd,mbp.hd_card_dms_mon_sales_est_det,
tollcartype,indb.tmap_rprsd,
tot_active_ingu,mbp.bloc_statistic_hour,
tot_cnt,mbp.bloc_snapshot_month,
tot_exist_ingu,mbp.bloc_statistic_hour,
tot_fa,indb.cms_bts,
tot_floor,indb.cms_enb,
tot_home_ingu,mbp.bloc_statistic_hour,
tot_reg_cd,mbp.rto_reg_area,
tot_tce,indb.cms_bts,
tot_work_ingu,mbp.bloc_statistic_hour,
total_car,mbp.parking_time_monthly_car,
total_cnt,mbp.parking_tmp,
total_count,mbp.bloc_od_visitor_sigungu_roaming,
total_distance,indb.tmap_routehistory1,
total_ingu_avg,mbp.bloc_exist_inflow_time_list,
total_ingu_sum,mbp.bloc_exist_inflow_gender_age_list,
total_rate,mbp.parking_time_monthly_rate,
total_stay_average,mbp.bloc_od_stay_sigungu_roaming,
total_time,indb.tmap_routehistory1,
total_traffic,indb.app_transport,
totl_floor_cnt,mbp.r114_dmr_shop_sale,
totl_hhld_cnt,mbp.r114_dmr_offc_base,
totl_ofc_cnt,mbp.r114_dmr_shop_owner,
traffictime,indb.tmap_rprsd,
transfer_flag,indb.cms_subway_info,
trcode,indb.tmap_rprsd,
trnv,mbp.r114_dmr_bz_area_price,
trroom_name,indb.cms_bts,
trroom_tel_num,indb.cms_bts,
trteam_name,indb.cms_bts,
tsdversion,indb.tmap_rprsd,
ttar,mbp.r114_dmr_shop_owner,
tus_apv_cnt,mbp.hd_card_tms_mon_scls_sales_est_wkdy,
tus_cduse_amt,mbp.query_hive_16500,
tus_price,mbp.hd_card_tms_mon_scls_sales_est_wkdy,
tus_sale_amt,mbp.query_hive_16500,
tvas_estimation_time,indb.tmap_routehistory1,
twifi_zone_name,mbp.twifi_ap,
type,mbp.rto_final_before,
uc_id,indb.pcell_wcdma,
udgr_totl_floor_cnt,mbp.r114_dmr_shop_owner,
under10_female_ingu,mbp.bloc_od_dong_view,
under10_female_ingu_per,mbp.bloc_05_exist_pop_list_daily_view,
under10_ingu,mbp.bloc_od_dong_view,
under10_male_ingu,mbp.bloc_od_dong_view,
under10_male_ingu_per,mbp.bloc_05_exist_pop_list_daily_view,
under20_female_ingu,mbp.bloc_od_dong_view,
under20_female_ingu_per,mbp.bloc_05_exist_pop_list_daily_view,
under20_ingu,mbp.bloc_od_dong_view,
under20_male_ingu,mbp.bloc_od_dong_view,
under20_male_ingu_per,mbp.bloc_05_exist_pop_list_daily_view,
under30_female_ingu,mbp.bloc_od_dong_view,
under30_female_ingu_per,mbp.bloc_05_exist_pop_list_daily_view,
under30_ingu,mbp.bloc_od_dong_view,
under30_male_ingu,mbp.bloc_od_dong_view,
under30_male_ingu_per,mbp.bloc_05_exist_pop_list_daily_view,
under40_female_ingu,mbp.bloc_od_dong_view,
under40_female_ingu_per,mbp.bloc_05_exist_pop_list_daily_view,
under40_ingu,mbp.bloc_od_dong_view,
under40_male_ingu,mbp.bloc_od_dong_view,
under40_male_ingu_per,mbp.bloc_05_exist_pop_list_daily_view,
under50_female_ingu,mbp.bloc_od_dong_view,
under50_female_ingu_per,mbp.bloc_05_exist_pop_list_daily_view,
under50_ingu,mbp.bloc_od_dong_view,
under50_male_ingu,mbp.bloc_od_dong_view,
under50_male_ingu_per,mbp.bloc_05_exist_pop_list_daily_view,
under60_female_ingu,mbp.bloc_od_dong_view,
under60_female_ingu_per,mbp.bloc_05_exist_pop_list_daily_view,
under60_ingu,mbp.bloc_od_dong_view,
under60_male_ingu,mbp.bloc_od_dong_view,
under60_male_ingu_per,mbp.bloc_05_exist_pop_list_daily_view,
update_date,indb.cms_ru,
update_time,indb.app_code,
update_user,indb.app_code,
update_user_id,indb.cms_enb,
upper60_female_ingu,mbp.bloc_od_dong_view,
upper60_female_ingu_per,mbp.bloc_05_exist_pop_list_daily_view,
upper60_ingu,mbp.bloc_od_dong_view,
upper60_ingu_per,mbp.bloc_05_exist_pop_list_daily_view,
upper60_male_ingu,mbp.bloc_od_dong_view,
upper60_male_ingu_per,mbp.bloc_05_exist_pop_list_daily_view,
use_cate,mbp.quarter_xxx_biz_std_land_price,
use_cnt,indb.life_spend_ecommerce_monthly,
use_cnt2,indb.life_spend_ecommerce_monthly,
use_obj_cnt,indb.life_spend_ecommerce_monthly,
use_obj_cnt2,indb.life_spend_ecommerce_monthly,
use_yn,indb.app_code,
user_key,indb.tmap_rprsd,
utmk_lat,indb.pcell_lte_utmk,
utmk_lon,indb.pcell_lte_utmk,
utmx,mbp.rto_remake_tmp,
utmy,mbp.rto_remake_tmp,
vendor,indb.cms_ru,
vendor_id,indb.cms_ru,
visit_cnt,mbp.cust_forein_visit_tmp,
visit_time,mbp.life_style_match_cell_day,
vlan_info,indb.cms_enb,
vlan_info2,indb.cms_enb,
vlan_info3,indb.cms_enb,
vlan_info4,indb.cms_enb,
w_00,mbp.cust_adm_ingu_cnt,
w_0009,indb.censors_emd_ingu,
w_10,mbp.cust_adm_ingu_cnt,
w_1014,indb.censors_emd_ingu,
w_15,mbp.cust_adm_ingu_cnt,
w_1519,indb.censors_emd_ingu,
w_20,mbp.cust_adm_ingu_cnt,
w_2024,indb.censors_emd_ingu,
w_25,mbp.cust_adm_ingu_cnt,
w_2529,indb.censors_emd_ingu,
w_30,mbp.cust_adm_ingu_cnt,
w_3034,indb.censors_emd_ingu,
w_35,mbp.cust_adm_ingu_cnt,
w_3539,indb.censors_emd_ingu,
w_40,mbp.cust_adm_ingu_cnt,
w_4044,indb.censors_emd_ingu,
w_45,mbp.cust_adm_ingu_cnt,
w_4549,indb.censors_emd_ingu,
w_50,mbp.cust_adm_ingu_cnt,
w_5054,indb.censors_emd_ingu,
w_55,mbp.cust_adm_ingu_cnt,
w_5559,indb.censors_emd_ingu,
w_60,mbp.cust_adm_ingu_cnt,
w_6064,indb.censors_emd_ingu,
w_60u,mbp.age_gb,
w_65,mbp.cust_adm_ingu_cnt,
w_6569,indb.censors_emd_ingu,
w_70,mbp.cust_adm_ingu_cnt,
w_70u,indb.censors_emd_ingu,
w_centroidx,mbp.rto_final_before,
w_centroidy,mbp.rto_final_before,
w10_cduse_amt,mbp.hd_card_dms_mon_sales_est_age,
w10_sale_amt,mbp.hd_card_dms_mon_sales_est_age,
w20_cduse_amt,mbp.hd_card_dms_mon_sales_est_age,
w20_sale_amt,mbp.hd_card_dms_mon_sales_est_age,
w30_cduse_amt,mbp.hd_card_dms_mon_sales_est_age,
w30_sale_amt,mbp.hd_card_dms_mon_sales_est_age,
w40_cduse_amt,mbp.hd_card_dms_mon_sales_est_age,
w40_sale_amt,mbp.hd_card_dms_mon_sales_est_age,
w50_cduse_amt,mbp.hd_card_dms_mon_sales_est_age,
w50_sale_amt,mbp.hd_card_dms_mon_sales_est_age,
w60_cduse_amt,mbp.hd_card_dms_mon_sales_est_age,
w60_sale_amt,mbp.hd_card_dms_mon_sales_est_age,
waypoint1_lat,indb.tmap_rprsd,
waypoint1_lon,indb.tmap_rprsd,
waypoint1_poiid,indb.tmap_rprsd,
waypoint1_rpflag,indb.tmap_rprsd,
waypoint2_lat,indb.tmap_rprsd,
waypoint2_lon,indb.tmap_rprsd,
waypoint2_poiid,indb.tmap_rprsd,
waypoint2_rpflag,indb.tmap_rprsd,
wed_apv_cnt,mbp.hd_card_tms_mon_scls_sales_est_wkdy,
wed_cduse_amt,mbp.query_hive_16500,
wed_price,mbp.hd_card_tms_mon_scls_sales_est_wkdy,
wed_sale_amt,mbp.query_hive_16500,
week_apv_cnt,indb.life_style_tms_mon_scls_sales_est_wh_so_area_scls_list,
week_p,indb.life_style_tms_mon_scls_sales_est_wh_so_area_scls_list,
