iage,indb.base_fmly_rel_pred_monthly,
idtype,indb.tmap_rprsd,
imageformat,indb.tmap_rprsd,
imp_gubun,indb.cms_enb,
imp_gubun1,indb.cms_enb,
imp_gubun2,indb.cms_enb,
imp_gubun3,indb.cms_enb,
important_flag,indb.cms_enb,
imsi,mbp.cust_info,
in_0_female_ingu_sum,mbp.bloc_local_in_out_list,
in_0_male_ingu_sum,mbp.bloc_local_in_out_list,
in_0_sum_ingu_sum,mbp.bloc_local_in_out_list,
in_10_female_ingu_sum,mbp.bloc_local_in_out_list,
in_10_male_ingu_sum,mbp.bloc_local_in_out_list,
in_10_sum_ingu_sum,mbp.bloc_local_in_out_list,
in_20_female_ingu_sum,mbp.bloc_local_in_out_list,
in_20_male_ingu_sum,mbp.bloc_local_in_out_list,
in_20_sum_ingu_sum,mbp.bloc_local_in_out_list,
in_30_female_ingu_sum,mbp.bloc_local_in_out_list,
in_30_male_ingu_sum,mbp.bloc_local_in_out_list,
in_30_sum_ingu_sum,mbp.bloc_local_in_out_list,
in_40_female_ingu_sum,mbp.bloc_local_in_out_list,
in_40_male_ingu_sum,mbp.bloc_local_in_out_list,
in_40_sum_ingu_sum,mbp.bloc_local_in_out_list,
in_50_female_ingu_sum,mbp.bloc_local_in_out_list,
in_50_male_ingu_sum,mbp.bloc_local_in_out_list,
in_50_sum_ingu_sum,mbp.bloc_local_in_out_list,
in_60_female_ingu_sum,mbp.bloc_local_in_out_list,
in_60_male_ingu_sum,mbp.bloc_local_in_out_list,
in_60_sum_ingu_sum,mbp.bloc_local_in_out_list,
in_floor,indb.cms_enb,
income_avg,mbp.query_hive_18414,
indoor,indb.cms_bts,
inds_lcls_cd,mbp.hd_card_bizmstr_close_building,
inds_lcls_nm,mbp.hd_card_bizmstr_close_building,
inds_mcls_cd,mbp.hd_card_bizmstr_close_building,
inds_mcls_nm,mbp.hd_card_bizmstr_close_building,
inds_scls_cd,mbp.hd_card_bizmstr_close_building,
inds_scls_nm,mbp.hd_card_bizmstr_close_building,
info,indb.tmap_poimeta_monthly,
info_pra_agr_op_chg_cd,indb.td_zord_psninf_itm_pra_hst,
ingu_cnt,mbp.parking_stay_ingu,인구 카운트
inqu_store_nm,mbp.r114_dmr_shop_sale,
inqu_tel_num,mbp.r114_dmr_shop_sale,
insert_time,indb.app_code,
install_date,indb.cms_ru,
integ_txt_addr_id,indb.td_zord_svc_addr_ref,
invt_ymd,mbp.r114_dmr_offc_price,
invt_yyyy,mbp.quarter_dmp_wk_plc_pop,
ip,indb.tmap_rprsd,아이피 주소
ipv4_list,indb.app_code,
ipv6_domain_yn,indb.app_code,
ipv6_list,indb.app_code,
isex,indb.base_fmly_rel_pred_monthly,
isvc_mgmt_num,indb.base_fmly_rel_pred_monthly,
itfc_cd,mbp.twifi_ap,
itme_gubun,indb.cms_enb,
j_centroidx,mbp.cms_ru_juso,
j_centroidy,mbp.cms_ru_juso,
jibun,mbp.quarter_dmm_aphus_hsmp,
job_other,indb.tmap_poimeta_monthly,
join_info,indb.tmap_poimeta_monthly,
join_svc_cd,indb.tmap_poimeta_monthly,
juso,mbp.cms_ru_juso,
jw_centroidx,mbp.cms_ru_juso,
jw_centroidy,mbp.cms_ru_juso,
keepalive_dn_size,indb.app_code,
keepalive_up_size,indb.app_code,
kitmodel,indb.tmap_rprsd,
kitver,indb.tmap_rprsd,
ksic_cd,mbp.hd_card_bizmstr_close_building,
ksic_nm,mbp.hd_card_bizmstr_close_building,
ktx,mbp.bloc_move_method,
l_dcd_name,indb.tmap_poimeta_monthly,
l_detail_cd,indb.tmap_poimeta_monthly,
l_scd_name,indb.tmap_poimeta_monthly,
l_small_cd,indb.tmap_poimeta_monthly,
landmark_yn,indb.tmap_poimeta_monthly,
large_cd,indb.tmap_poimeta_monthly,
lasttollid,indb.tmap_rprsd,
lat,mbp.test,
latitude,mbp.twifi_ap,위도
latitude_avg,mbp.bloc_work_monthly,위도
latitude_norm,indb.cms_enb,
latitude_norm_2,indb.cms_ru,
law_code,mbp.rto_final_before,
lbl_name,mbp.life_style_match_cell_day,
lcd_name,indb.tmap_poimeta_monthly,
lcls_cd,mbp.quarter_dmm_flspnr,
lcls_nm,mbp.quarter_dmm_flspnr,
lcode,indb.loc_roaming,
ldong_cd,mbp.rto_so_area,
ldong_nm,mbp.rto_so_area,
length,indb.tmap_rprsd,
lh,indb.life_style_r114_so_area_avg,
lh_lwprc,mbp.r114_dmr_apt_price,
lh_price,indb.life_style_r114_so_area_avg,
lh_uplv,mbp.r114_dmr_apt_price,
light_oil_price,indb.tmap_poimeta_monthly,
linkhistoryno,indb.tmap_rprsd,
linktag,indb.cms_ru,
lno_adr,mbp.hd_card_bizmstr_close_building,
lno_cd,mbp.hd_card_bizmstr_close_building,
lno_mnno,mbp.hd_card_bizmstr_close_building,
lno_slno,mbp.hd_card_bizmstr_close_building,
loc_code,indb.cms_bts,
loc_dt,mbp.query_hive_20730,YYYYMMDD
loc_name,indb.cms_bts,
loc_tm,mbp.query_hive_20730,HHMMSS
logic_del_yn,indb.td_zord_cust,
lon,mbp.hd_card_bizmstr_close_building,
long,mbp.test,
longitude,mbp.twifi_ap,경도
longitude_avg,mbp.bloc_work_monthly,경도
longitude_norm,indb.cms_enb,
longitude_norm_2,indb.cms_ru,
lpg_price,indb.tmap_poimeta_monthly,
m_00,mbp.cust_adm_ingu_cnt,0~4세 남성 인구
m_0009,indb.censors_emd_ingu,
m_10,mbp.cust_adm_ingu_cnt,10~14세 남성 인구
m_1014,indb.censors_emd_ingu,
m_15,mbp.cust_adm_ingu_cnt,15~19세 남성 인구
m_1519,indb.censors_emd_ingu,
m_20,mbp.cust_adm_ingu_cnt,20~24세 남성 인구
m_2024,indb.censors_emd_ingu,
m_25,mbp.cust_adm_ingu_cnt,25~30세 남성 인구
m_2529,indb.censors_emd_ingu,
m_30,mbp.cust_adm_ingu_cnt,30~34세 남성 인구
m_3034,indb.censors_emd_ingu,
m_35,mbp.cust_adm_ingu_cnt,35~39세 남성 인구
m_3539,indb.censors_emd_ingu,
m_40,mbp.cust_adm_ingu_cnt,40~44세 남성 인구
m_4044,indb.censors_emd_ingu,
m_45,mbp.cust_adm_ingu_cnt,45~49세 남성 인구
m_4549,indb.censors_emd_ingu,
m_50,mbp.cust_adm_ingu_cnt,50~54세 남성 인구
m_5054,indb.censors_emd_ingu,
m_55,mbp.cust_adm_ingu_cnt,55~59세 남성 인구
m_5559,indb.censors_emd_ingu,
m_60,mbp.cust_adm_ingu_cnt,60~64세 남성 인구
m_6064,indb.censors_emd_ingu,
m_60u,mbp.age_gb,
m_65,mbp.cust_adm_ingu_cnt,65~69세 남성 인구
m_6569,indb.censors_emd_ingu,
m_70,mbp.cust_adm_ingu_cnt,70~74세 남성 인구
m_70u,indb.censors_emd_ingu,
m_aphus_ho_avg_pyng_prc,mbp.r114_apt_bas_value_hsmp_info,
m_aphus_ho_cnt,mbp.r114_apt_bas_value_hsmp_info,
m_aphus_ho_cnt_10_19py,mbp.r114_apt_bas_value_hsmp_info,
m_aphus_ho_cnt_10py_l,mbp.r114_apt_bas_value_hsmp_info,
m_aphus_ho_cnt_20_29py,mbp.r114_apt_bas_value_hsmp_info,
m_aphus_ho_cnt_30_39py,mbp.r114_apt_bas_value_hsmp_info,
m_aphus_ho_cnt_40_49py,mbp.r114_apt_bas_value_hsmp_info,
m_aphus_ho_cnt_50_abov,mbp.r114_apt_bas_value_hsmp_info,
m_aphus_ho_cnt_prc_05_10l,mbp.r114_apt_bas_value_hsmp_info,
m_aphus_ho_cnt_prc_10_20l,mbp.r114_apt_bas_value_hsmp_info,
m_aphus_ho_cnt_prc_20_30l,mbp.r114_apt_bas_value_hsmp_info,
m_aphus_ho_cnt_prc_30_40l,mbp.r114_apt_bas_value_hsmp_info,
m_aphus_ho_cnt_prc_40_50l,mbp.r114_apt_bas_value_hsmp_info,
m_aphus_ho_cnt_prc_50_60l,mbp.r114_apt_bas_value_hsmp_info,
m_aphus_ho_cnt_prc_60_70l,mbp.r114_apt_bas_value_hsmp_info,
m_aphus_ho_cnt_prc_70_u,mbp.r114_apt_bas_value_hsmp_info,
m_aphus_ho_prc_05_l,mbp.r114_apt_bas_value_hsmp_info,
m_aphus_ho_prc_smtot,mbp.r114_apt_bas_value_hsmp_info,
m_aphus_ho_pyt_smtot,mbp.r114_apt_bas_value_hsmp_info,
m_aphus_hsmp_cd,mbp.r114_apt_bas_value_hsmp_info,
m_aphus_hsmp_nm,mbp.r114_apt_bas_value_hsmp_info,
m_block_cd,mbp.r114_apt_bas_value_hsmp_info,
m_dong_cnt,mbp.r114_apt_bas_value_hsmp_info,
m_flspnr_cnt,mbp.parking_index_dmm_m_flspnr_cnt,
m_flspnr_score,mbp.parking_index_car_weekend_score_sum,
m10_cduse_amt,mbp.hd_card_dms_mon_sales_est_age,
m10_sale_amt,mbp.hd_card_dms_mon_sales_est_age,
m20_cduse_amt,mbp.hd_card_dms_mon_sales_est_age,
m20_sale_amt,mbp.hd_card_dms_mon_sales_est_age,
m30_cduse_amt,mbp.hd_card_dms_mon_sales_est_age,
m30_sale_amt,mbp.hd_card_dms_mon_sales_est_age,
m40_cduse_amt,mbp.hd_card_dms_mon_sales_est_age,
m40_sale_amt,mbp.hd_card_dms_mon_sales_est_age,
m50_cduse_amt,mbp.hd_card_dms_mon_sales_est_age,
m50_sale_amt,mbp.hd_card_dms_mon_sales_est_age,
m60_cduse_amt,mbp.hd_card_dms_mon_sales_est_age,
m60_sale_amt,mbp.hd_card_dms_mon_sales_est_age,
mac,mbp.twifi_ap,
mac_address,indb.cms_enb,
macaddress,indb.tmap_routehistory1,
main_dayofweek,indb.life_spend_ecommerce_monthly,
main_dayofweek_use_cnt,indb.life_spend_ecommerce_monthly,
main_dayofweek_use_cnt2,indb.life_spend_ecommerce_monthly,
main_dayofweek_use_prop,indb.life_spend_ecommerce_monthly,
main_dayofweek_use_prop2,indb.life_spend_ecommerce_monthly,
main_dayofweek2,indb.life_spend_ecommerce_monthly,
main_demand_cust_ptcl,mbp.r114_dmr_bz_area_price,
main_hh,indb.life_spend_ecommerce_monthly,
main_hh_use_cnt,indb.life_spend_ecommerce_monthly,
main_hh_use_cnt2,indb.life_spend_ecommerce_monthly,
main_hh_use_prop,indb.life_spend_ecommerce_monthly,
main_hh_use_prop2,indb.life_spend_ecommerce_monthly,
main_hh2,indb.life_spend_ecommerce_monthly,
main_hs_num,mbp.quarter_dmm_aphus_hsmp,
main_obj_cd,indb.life_spend_ecommerce_monthly,
main_obj_cd2,indb.life_spend_ecommerce_monthly,
main_obj_nm,indb.life_spend_ecommerce_monthly,
main_obj_nm2,indb.life_spend_ecommerce_monthly,
main_obj_use_cnt,indb.life_spend_ecommerce_monthly,
main_obj_use_cnt2,indb.life_spend_ecommerce_monthly,
main_obj_use_prop,indb.life_spend_ecommerce_monthly,
main_obj_use_prop2,indb.life_spend_ecommerce_monthly,
main_trar_no,mbp.hd_card_bizmstr_close_building,
main_usge_nm,mbp.r114_dmr_offc_base,
maintenance_group,indb.cms_bts,
male_20_car,mbp.parking_time_monthly_car,
male_20_cnt,mbp.parking_time_monthly,
male_20_rate,mbp.parking_time_monthly_rate,
male_30_car,mbp.parking_time_monthly_car,
male_30_cnt,mbp.parking_time_monthly,
male_30_rate,mbp.parking_time_monthly_rate,
male_40_car,mbp.parking_time_monthly_car,
male_40_cnt,mbp.parking_time_monthly,
male_40_rate,mbp.parking_time_monthly_rate,
male_50_car,mbp.parking_time_monthly_car,
male_50_cnt,mbp.parking_time_monthly,
male_50_rate,mbp.parking_time_monthly_rate,
male_60_car,mbp.parking_time_monthly_car,
male_60_cnt,mbp.parking_time_monthly,
male_60_rate,mbp.parking_time_monthly_rate,
male_car,mbp.parking_time_monthly_car,
male_cnt,mbp.parking_time_monthly,
male_rate,mbp.parking_time_monthly_rate,
man_apv_cnt_10g,mbp.hd_card_tms_mon_scls_sales_est_age,
man_apv_cnt_20g,mbp.hd_card_tms_mon_scls_sales_est_age,
man_apv_cnt_30g,mbp.hd_card_tms_mon_scls_sales_est_age,
man_apv_cnt_40g,mbp.hd_card_tms_mon_scls_sales_est_age,
man_apv_cnt_50g,mbp.hd_card_tms_mon_scls_sales_est_age,
man_apv_cnt_60gu,mbp.hd_card_tms_mon_scls_sales_est_age,
man_cnt_14_l,mbp.quarter_dmp_wk_plc_pop,
man_cnt_15_19,mbp.quarter_dmp_wk_plc_pop,
man_cnt_20_24,mbp.quarter_dmp_wk_plc_pop,
man_cnt_25_29,mbp.quarter_dmp_wk_plc_pop,
man_cnt_30_34,mbp.quarter_dmp_wk_plc_pop,
man_cnt_35_39,mbp.quarter_dmp_wk_plc_pop,
man_cnt_40_44,mbp.quarter_dmp_wk_plc_pop,
man_cnt_45_49,mbp.quarter_dmp_wk_plc_pop,
man_cnt_50_54,mbp.quarter_dmp_wk_plc_pop,
man_cnt_55_59,mbp.quarter_dmp_wk_plc_pop,
man_cnt_60_64,mbp.quarter_dmp_wk_plc_pop,
man_cnt_65_u,mbp.quarter_dmp_wk_plc_pop,
man_price_10g,mbp.hd_card_tms_mon_scls_sales_est_age,
man_price_20g,mbp.hd_card_tms_mon_scls_sales_est_age,
man_price_30g,mbp.hd_card_tms_mon_scls_sales_est_age,
man_price_40g,mbp.hd_card_tms_mon_scls_sales_est_age,
man_price_50g,mbp.hd_card_tms_mon_scls_sales_est_age,
man_price_60gu,mbp.hd_card_tms_mon_scls_sales_est_age,
man_sale_amt_10g,mbp.hd_card_tms_mon_scls_sales_est_age,
man_sale_amt_20g,mbp.hd_card_tms_mon_scls_sales_est_age,
man_sale_amt_30g,mbp.hd_card_tms_mon_scls_sales_est_age,
man_sale_amt_40g,mbp.hd_card_tms_mon_scls_sales_est_age,
man_sale_amt_50g,mbp.hd_card_tms_mon_scls_sales_est_age,
man_sale_amt_60gu,mbp.hd_card_tms_mon_scls_sales_est_age,
manversion,indb.tmap_rprsd,
maoperator,indb.cms_enb,
mapart_id,indb.cms_bts,
mapdbversion,indb.tmap_rprsd,
mapversion,indb.tmap_rprsd,
master_ip,indb.cms_enb,
master_ip_2,indb.cms_enb,
master_ip_3,indb.cms_enb,
master_ip_4,indb.cms_enb,
match_id,mbp.life_style_match_cell_day,
mateam_id,indb.cms_bts,
max,mbp.parking_index_wk_plc_pop_index,최대값
max_hh,indb.life_visit_poi_monthly,
max_sale_amt,indb.life_style_tms_mon_scls_sales_est_wh_so_area_scls_list,
max_speed,indb.tmap_routehistory1,
mc_type,indb.cms_enb,
mcc,mbp.cust_forein_visit,
mcd_name,indb.tmap_poimeta_monthly,
mcls_cd,mbp.quarter_dmm_flspnr,
mcls_nm,mbp.quarter_dmm_flspnr,
mdn,indb.tmap_rprsd,
mem_cnt,indb.base_fmly_cluster_monthly,
merchant_id,mbp.hd_card_hd_stdym,
middle_cd,indb.tmap_poimeta_monthly,
middlegroup,indb.tmap_rprsd,
min,mbp.parking_index_wk_plc_pop_index,
min_hh,indb.life_visit_poi_monthly,
mkt_div_org_cd,indb.loc_roaming,
mm,mbp.query_hive_20730,MM
mm_rcvmbr_lwprc,mbp.r114_dmr_bz_area_price,
mm_rcvmbr_uplv,mbp.r114_dmr_bz_area_price,
mme_grp_id,indb.cms_enb,
mobile_num,indb.cms_enb,
modelno,indb.tmap_routehistory1,
mon_apv_cnt,mbp.hd_card_tms_mon_scls_sales_est_wkdy,
mon_cduse_amt,mbp.query_hive_16500,
mon_price,mbp.hd_card_tms_mon_scls_sales_est_wkdy,
mon_sale_amt,mbp.query_hive_16500,
month,mbp.bloc_work_temp_0125,달
month_rent_amt,mbp.r114_shop_rent_so_area,
mopas_wlf_typ_cd,indb.td_zord_wlf_dc_cust_hst,
mppcount,indb.tmap_rprsd,
msc_id,indb.pcell_wcdma,
mstate,indb.tmap_rprsd,
mtso_name,indb.cms_enb,
mtso_team_id,indb.cms_enb,
mtso_team_name,indb.cms_enb,
mvgn_pr_ymd,mbp.r114_dmr_apt_owner_base,
mvgn_prog_state_ctt,mbp.r114_dmr_offc_base,
mvgn_psby_time_info,mbp.r114_dmr_shop_sale,
mvgn_ymd,mbp.r114_dmr_shop_owner,
mvgn_yyyy,mbp.r114_dmr_apt_sale_plan,
mzcompany,indb.cms_enb,
n_adm_code,mbp.bloc_svc_adm_rate_monthly,
name,mbp.comm_holidays,이름
name_data,indb.tmap_poimeta_monthly,
name_org,indb.tmap_poimeta_monthly,
name1,indb.tmap_poimeta_monthly,
name2,indb.tmap_poimeta_monthly,
name4,indb.tmap_poimeta_monthly,
nat_cd,indb.td_zord_cust,
nation_geovision,mbp.cust_forein_visit_tmp,
nation_name,mbp.cust_forein_visit_tmp,
nav_seq,indb.tmap_poimeta_monthly,
nav_type,indb.tmap_poimeta_monthly,
nav_wgs84_lat,indb.tmap_poimeta_monthly,
nav_wgs84_lon,indb.tmap_poimeta_monthly,
nav_x,indb.tmap_poimeta_monthly,
nav_y,indb.tmap_poimeta_monthly,
new_city_sctn_cd,mbp.r114_dmr_apt_sale_plan,
new_zipcd,mbp.hd_card_bizmstr_close_building,
nhic_yn,indb.td_zord_wlf_dc_cust_hst,
nid,indb.pcell_cdma,
no,mbp.rto_n3,
nodeb_id,indb.pcell_wcdma,
nodehistoryno,indb.tmap_rprsd,
ofc_cnt,mbp.r114_dmr_shop_owner_detl,
offc_cd,mbp.r114_dmr_offc_size,
offct_cd,mbp.r114_dmr_offc_price,
offct_nm,mbp.r114_dmr_offc_base,
oil_attr,indb.tmap_poimeta_monthly,
old_zipcd,mbp.hd_card_bizmstr_close_building,
onm_ip,indb.cms_enb,
op_dtm,indb.td_zord_psninf_itm_pra_hst,
op_sale_org_id,indb.td_zord_psninf_itm_pra_hst,
op_type,indb.tmap_poimeta_monthly,
opbiz_dt,mbp.hd_card_bizmstr_close_building,
opbiz_sct_nm,mbp.hd_card_bizmstr_close_building,
open_bizes_nm,mbp.hd_card_bizmstr_close_building,
oper_dt_hms,indb.td_zord_wlf_dc_cust_hst,
operator,indb.cms_bts,
opr_id,indb.td_zord_psninf_itm_pra_hst,
opr_status,indb.cms_ru,
opteam_id,indb.cms_ru,
opteam_name,indb.cms_ru,
order_seq,indb.cms_subway_section_info,
ostype,indb.tmap_routehistory1,
osversion,indb.tmap_routehistory1,
out_0_female_ingu_sum,mbp.bloc_local_in_out_list,
out_0_male_ingu_sum,mbp.bloc_local_in_out_list,
out_0_sum_ingu_sum,mbp.bloc_local_in_out_list,
out_10_female_ingu_sum,mbp.bloc_local_in_out_list,
out_10_male_ingu_sum,mbp.bloc_local_in_out_list,
out_10_sum_ingu_sum,mbp.bloc_local_in_out_list,
out_20_female_ingu_sum,mbp.bloc_local_in_out_list,
out_20_male_ingu_sum,mbp.bloc_local_in_out_list,
out_20_sum_ingu_sum,mbp.bloc_local_in_out_list,
out_30_female_ingu_sum,mbp.bloc_local_in_out_list,
out_30_male_ingu_sum,mbp.bloc_local_in_out_list,
out_30_sum_ingu_sum,mbp.bloc_local_in_out_list,
out_40_female_ingu_sum,mbp.bloc_local_in_out_list,
out_40_male_ingu_sum,mbp.bloc_local_in_out_list,
out_40_sum_ingu_sum,mbp.bloc_local_in_out_list,
out_50_female_ingu_sum,mbp.bloc_local_in_out_list,
out_50_male_ingu_sum,mbp.bloc_local_in_out_list,
out_50_sum_ingu_sum,mbp.bloc_local_in_out_list,
out_60_female_ingu_sum,mbp.bloc_local_in_out_list,
out_60_male_ingu_sum,mbp.bloc_local_in_out_list,
out_60_sum_ingu_sum,mbp.bloc_local_in_out_list,
p_cuid,mbp.cms_ru_juso,
p_seq,indb.cms_subway_info,
packet_dump_size,indb.app_code,
pagename,mbp.parking_index_tmap_weekend_cnt,
park_yn,indb.tmap_poimeta_monthly,
parking_cnt,mbp.parking_index_parking_cnt,
parking_score,mbp.parking_index_car_weekend_score_sum,
part_id,indb.cms_ru,
part_name,indb.cms_ru,
past_arrdate,indb.tmap_rprsd,
past_arrtime,indb.tmap_rprsd,
past_posx,indb.tmap_rprsd,
past_posy,indb.tmap_rprsd,
past_sessionid,indb.tmap_rprsd,
pathhistoryno,indb.tmap_rprsd,
pblntf_prc,mbp.quarter_dmm_aphus_ho,
pbsc_id,indb.cms_bts,
pcell_a_pos_lat,indb.pcell_cdma,
pcell_a_pos_lon,indb.pcell_cdma,
pcell_b_pos_lat,indb.pcell_cdma,
pcell_b_pos_lon,indb.pcell_cdma,
pcell_c_pos_lat,indb.pcell_cdma,
pcell_c_pos_lon,indb.pcell_cdma,
pcell_center_pos_lat,indb.pcell_wcdma,
pcell_center_pos_lon,indb.pcell_wcdma,
pcell_d_pos_lat,indb.pcell_cdma,
pcell_d_pos_lon,indb.pcell_cdma,
pcell_id,indb.pcell_cdma,
pcell_latitude,indb.pcell_cdma,위도
pcell_longitude,indb.pcell_cdma,경도
pci,indb.cms_ru,
pcsm_alpha_0,indb.cms_bts,
pcsm_alpha_1,indb.cms_bts,
pcsm_alpha_2,indb.cms_bts,
pcsm_alpha_2_0,indb.cms_bts,
pcsm_alpha_2_1,indb.cms_bts,
pcsm_alpha_2_2,indb.cms_bts,
pcsm_alpha_2_3,indb.cms_bts,
pcsm_alpha_2_4,indb.cms_bts,
pcsm_alpha_2_5,indb.cms_bts,
pcsm_alpha_3,indb.cms_bts,
pcsm_alpha_4,indb.cms_bts,
pcsm_alpha_5,indb.cms_bts,
pcsm_beta_0,indb.cms_bts,
pcsm_beta_1,indb.cms_bts,
pcsm_beta_2,indb.cms_bts,
pcsm_beta_2_0,indb.cms_bts,
pcsm_beta_2_1,indb.cms_bts,
pcsm_beta_2_2,indb.cms_bts,
pcsm_beta_2_3,indb.cms_bts,
pcsm_beta_2_4,indb.cms_bts,
pcsm_beta_2_5,indb.cms_bts,
pcsm_beta_3,indb.cms_bts,
pcsm_beta_4,indb.cms_bts,
pcsm_beta_5,indb.cms_bts,
pcsm_delta_0,indb.cms_bts,
pcsm_delta_1,indb.cms_bts,
pcsm_delta_2,indb.cms_bts,
pcsm_delta_3,indb.cms_bts,
pcsm_delta_4,indb.cms_bts,
pcsm_delta_5,indb.cms_bts,
pcsm_epsilon_0,indb.cms_bts,
pcsm_epsilon_1,indb.cms_bts,
pcsm_epsilon_2,indb.cms_bts,
pcsm_epsilon_3,indb.cms_bts,
pcsm_epsilon_4,indb.cms_bts,
pcsm_epsilon_5,indb.cms_bts,
pcsm_gamma_0,indb.cms_bts,
pcsm_gamma_1,indb.cms_bts,
pcsm_gamma_2,indb.cms_bts,
pcsm_gamma_2_0,indb.cms_bts,
pcsm_gamma_2_1,indb.cms_bts,
pcsm_gamma_2_2,indb.cms_bts,
pcsm_gamma_2_3,indb.cms_bts,
pcsm_gamma_2_4,indb.cms_bts,
pcsm_gamma_2_5,indb.cms_bts,
pcsm_gamma_3,indb.cms_bts,
pcsm_gamma_4,indb.cms_bts,
pcsm_gamma_5,indb.cms_bts,
pcsm_zeta_0,indb.cms_bts,
pcsm_zeta_1,indb.cms_bts,
pcsm_zeta_2,indb.cms_bts,
pcsm_zeta_3,indb.cms_bts,
pcsm_zeta_4,indb.cms_bts,
pcsm_zeta_5,indb.cms_bts,
pctl,indb.life_style_tms_mon_scls_sales_est_so_area_scls_upjong,
per,indb.life_style_tms_mon_scls_sales_est_so_area_scls_list,
phone_data,indb.tmap_poimeta_monthly,
phonemodel,indb.tmap_rprsd,
pkey,indb.tmap_poimeta_monthly,
pkg_group,indb.cms_enb,
place_name,indb.tmap_poimeta_monthly,
pld_ru_name,indb.cms_ru,
plot_sct_cd,mbp.hd_card_bizmstr_close_building,
plot_sct_nm,mbp.hd_card_bizmstr_close_building,
pm_c_uid,indb.cms_bts,
pn_alpha,indb.cms_bts,
pn_beta,indb.cms_bts,
pn_gamma,indb.cms_bts,
pns_rp_flag,indb.tmap_poimeta_monthly,
pns_wgs84_lat,indb.tmap_poimeta_monthly,
pns_wgs84_lon,indb.tmap_poimeta_monthly,
pns_x,indb.tmap_poimeta_monthly,
pns_y,indb.tmap_poimeta_monthly,
poi_cls_cd,mbp.quarter_dmm_flspnr,
poi_group_info,indb.tmap_poimeta_monthly,
poi_id,mbp.quarter_dmm_flspnr,
poi_name1,mbp.life_style_match_cell_day,
poi_name2,mbp.life_style_match_cell_day,
poi_type,indb.life_visit_poi_monthly,
point_x,mbp.life_style_match_cell,
point_y,mbp.life_style_match_cell,
points,indb.call_points,
pop,mbp.rto_final_before,
pop_cnt,mbp.parking_index_car_weekend_score_sum,
pop_m_0009,mbp.quarter_dmp_sex_age_pop,
pop_m_1019,mbp.quarter_dmp_sex_age_pop,
pop_m_2024,mbp.quarter_dmp_sex_age_pop,
pop_m_2529,mbp.quarter_dmp_sex_age_pop,
pop_m_3034,mbp.quarter_dmp_sex_age_pop,
pop_m_3539,mbp.quarter_dmp_sex_age_pop,
pop_m_4044,mbp.quarter_dmp_sex_age_pop,
pop_m_4549,mbp.quarter_dmp_sex_age_pop,
pop_m_5054,mbp.quarter_dmp_sex_age_pop,
pop_m_5559,mbp.quarter_dmp_sex_age_pop,
pop_m_6064,mbp.quarter_dmp_sex_age_pop,
pop_m_6500,mbp.quarter_dmp_sex_age_pop,
pop_score,mbp.parking_index_car_weekend_score_sum,
pop_sum,mbp.parking_index_dmp_wk_plc_pop_sum,
pop_w_0009,mbp.quarter_dmp_sex_age_pop,
pop_w_1019,mbp.quarter_dmp_sex_age_pop,
pop_w_2024,mbp.quarter_dmp_sex_age_pop,
pop_w_2529,mbp.quarter_dmp_sex_age_pop,
pop_w_3034,mbp.quarter_dmp_sex_age_pop,
pop_w_3539,mbp.quarter_dmp_sex_age_pop,
pop_w_4044,mbp.quarter_dmp_sex_age_pop,
pop_w_4549,mbp.quarter_dmp_sex_age_pop,
pop_w_5054,mbp.quarter_dmp_sex_age_pop,
pop_w_5559,mbp.quarter_dmp_sex_age_pop,
pop_w_6064,mbp.quarter_dmp_sex_age_pop,
pop_w_6500,mbp.quarter_dmp_sex_age_pop,
port_id,indb.cms_subway_ru,
port_list,indb.app_code,
post1,indb.cms_ru,
post2,indb.cms_ru,
premi,mbp.r114_shop_rent_so_area,
premi_lwprc,mbp.r114_dmr_bz_area_price,
premi_uplv,mbp.r114_dmr_bz_area_price,
premium_gas_price,indb.tmap_poimeta_monthly,
premium_gas_yn,indb.tmap_poimeta_monthly,
premium_light_oil_price,indb.tmap_poimeta_monthly,
previous_adm_dong_cd,mbp.bloc_od_visitor_dong_roaming,
previous_adm_sigungu_cd,mbp.bloc_od_visitor_sigungu_roaming,
price,mbp.quarter_xxx_biz_std_land_price,
price_00tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
price_01tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
price_02tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
price_03tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
price_04tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
price_05tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
price_06tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
price_07tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
price_08tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
price_09tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
price_10tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
price_11tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
price_12tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
price_13tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
price_14tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
price_15tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
price_16tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
price_17tmst,mbp.hd_card_tms_mon_scls_sales_est_time,
